time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-16 00:00:00+00:00,1,1,178,19
2024-06-17 00:00:00+00:00,11,6,294,47
2024-06-18 00:00:00+00:00,39,24,512,55
2024-06-19 00:00:00+00:00,9,8,204,41
2024-06-20 00:00:00+00:00,14,11,412,52
2024-06-21 00:00:00+00:00,7,3,224,29
2024-06-22 00:00:00+00:00,5,5,206,16
2024-06-23 00:00:00+00:00,5,5,44,14
2024-06-24 00:00:00+00:00,3,2,164,31
2024-06-25 00:00:00+00:00,3,3,571,35
2024-06-26 00:00:00+00:00,2,2,146,36
2024-06-27 00:00:00+00:00,4,3,233,33
2024-06-28 00:00:00+00:00,1,1,70,25
2024-06-29 00:00:00+00:00,2,2,37,8
