time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-20 00:00:00+00:00,6.0,5.0,149,18
2023-05-21 00:00:00+00:00,6.0,5.0,88,13
2023-05-22 00:00:00+00:00,9.0,9.0,183,32
2023-05-23 00:00:00+00:00,18.0,11.0,275,38
2023-05-24 00:00:00+00:00,13.0,9.0,141,35
2023-05-25 00:00:00+00:00,4.0,4.0,82,24
2023-05-26 00:00:00+00:00,7.0,7.0,301,27
2023-05-27 00:00:00+00:00,4.0,4.0,7,6
2023-05-28 00:00:00+00:00,5.0,5.0,26,9
2023-05-29 00:00:00+00:00,8.0,8.0,57,25
2023-05-30 00:00:00+00:00,5.0,5.0,120,39
2023-05-31 00:00:00+00:00,6.0,5.0,93,26
2023-06-01 00:00:00+00:00,9.0,9.0,179,41
2023-06-02 00:00:00+00:00,,,428,26
