time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-16 00:00:00+00:00,13,8,156,52
2023-02-17 00:00:00+00:00,5,5,125,40
2023-02-18 00:00:00+00:00,7,6,101,15
2023-02-19 00:00:00+00:00,5,5,135,21
2023-02-20 00:00:00+00:00,4,4,192,33
2023-02-21 00:00:00+00:00,9,8,264,35
2023-02-22 00:00:00+00:00,11,8,275,42
2023-02-23 00:00:00+00:00,35,17,604,48
2023-02-24 00:00:00+00:00,35,17,259,45
2023-02-25 00:00:00+00:00,3,3,57,11
2023-02-26 00:00:00+00:00,3,3,25,10
2023-02-27 00:00:00+00:00,6,6,105,34
2023-02-28 00:00:00+00:00,11,8,219,47
2023-03-01 00:00:00+00:00,3,3,80,26
