time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-16 00:00:00+00:00,4,4,319,44
2024-01-17 00:00:00+00:00,9,8,564,50
2024-01-18 00:00:00+00:00,9,8,494,48
2024-01-19 00:00:00+00:00,42,26,832,65
2024-01-20 00:00:00+00:00,13,12,989,39
2024-01-21 00:00:00+00:00,7,7,340,25
2024-01-22 00:00:00+00:00,6,6,284,46
2024-01-23 00:00:00+00:00,18,12,240,37
2024-01-24 00:00:00+00:00,14,13,272,39
2024-01-25 00:00:00+00:00,7,7,193,35
2024-01-26 00:00:00+00:00,5,5,245,34
2024-01-27 00:00:00+00:00,4,4,119,24
2024-01-28 00:00:00+00:00,5,5,126,23
2024-01-29 00:00:00+00:00,1,1,155,47
