time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-11 00:00:00+00:00,55,44,489,40
2023-09-12 00:00:00+00:00,17,15,396,48
2023-09-13 00:00:00+00:00,17,16,468,40
2023-09-14 00:00:00+00:00,27,20,662,45
2023-09-15 00:00:00+00:00,5,5,366,44
2023-09-16 00:00:00+00:00,6,6,71,15
2023-09-17 00:00:00+00:00,6,6,90,15
2023-09-18 00:00:00+00:00,10,9,474,42
2023-09-19 00:00:00+00:00,18,13,303,37
2023-09-20 00:00:00+00:00,46,28,504,29
2023-09-21 00:00:00+00:00,30,22,543,42
2023-09-22 00:00:00+00:00,19,17,211,38
2023-09-23 00:00:00+00:00,4,4,91,14
2023-09-24 00:00:00+00:00,1,1,181,12
